,title,make,model,variant,price,no specs,mileage,year,fuel,transmission,body type,colour,doors,engine size,CO2,review count,distance,delivery
342,Used Ford Kuga for Sale | AA Cars,Ford,Kuga,2.0 TDCi Titanium 4x4 5dr,"£3,990",9,"128,000",2008,Diesel,Manual,Suv,Grey,5,2.0 L,169 g/km,31,9 miles,False
343,Used Ford Fiesta for Sale | AA Cars,Ford,Fiesta,1.4 Zetec 5dr,"£3,890",9,"56,000",2010,Petrol,Manual,Hatchback,Blue,5,1.4 L,133 g/km,373,9 miles,False
344,Used Ford S-Max for Sale | AA Cars,Ford,S-Max,2.0 TDCi Edge 5dr,"£3,890",9,"73,000",2009,Diesel,Automatic,Mpv,Grey,5,2.0 L,193 g/km,25,9 miles,False
345,Used BMW 7 Series for Sale | AA Cars,BMW,7 Series,3.0 730d Sport 4dr,"£3,790",9,"125,000",2007,Diesel,Automatic,Saloon,Blue,4,3.0 L,216 g/km,11,9 miles,False
346,Used BMW 5 Series for Sale | AA Cars,BMW,5 Series,2.0 520d SE 4dr,"£3,790",9,"82,000",2007,Diesel,Manual,Saloon,Red,4,2.0 L,136 g/km,39,9 miles,False
347,Used Mercedes-Benz CLK for Sale | AA Cars,Mercedes-Benz,CLK,2.1 CLK220 CDI Avantgarde 2dr,"£3,690",9,"107,000",2010,Diesel,Automatic,Coupe,Grey,2,2.1 L,183 g/km,30,9 miles,False
348,Used Ford Focus for Sale | AA Cars,Ford,Focus,1.6 Ti-VCT Zetec 5dr,"£3,690",9,"108,000",2011,Petrol,Manual,Hatchback,Red,5,1.6 L,136 g/km,618,9 miles,False
349,Used Fiat 500 for Sale | AA Cars,Fiat,500,1.2 Colour Therapy 3dr,"£3,690",9,"59,000",2012,Petrol,Manual,Hatchback,Grey,3,1.2 L,113 g/km,43,9 miles,False
350,Used Mercedes-Benz C Class for Sale | AA Cars,Mercedes-Benz,C Class,2.1 C220 CDI SE 4dr,"£3,490",9,"100,000",2007,Diesel,Automatic,Saloon,Silver,4,2.1 L,173 g/km,144,9 miles,False
351,Used MINI Hatch for Sale | AA Cars,MINI,Hatch,1.6 Cooper Park Lane 3dr,"£3,490",9,"61,000",2006,Petrol,Manual,Hatchback,Grey,3,1.6 L,166 g/km,,9 miles,False
352,Used Volkswagen Golf for Sale | AA Cars,Volkswagen,Golf,1.4 TSI GT DSG 5dr,"£3,490",9,"81,000",2006,Petrol,Automatic,Hatchback,Silver,5,1.4 L,172 g/km,155,9 miles,False
353,Used Volkswagen Golf for Sale | AA Cars,Volkswagen,Golf,2.0 TDI GT 5dr,"£3,490",9,"130,000",2010,Diesel,Manual,Hatchback,Silver,5,2.0 L,126 g/km,100,9 miles,False
354,Used Volkswagen Touareg for Sale | AA Cars,Volkswagen,Touareg,2.5 TDI SE 5dr,"£3,490",9,"131,000",2005,Diesel,Automatic,Suv,Black,5,2.5 L,273 g/km,10,9 miles,False
355,Used Ford S-Max for Sale | AA Cars,Ford,S-Max,2.0 TDCi Titanium 5dr,"£3,290",9,"133,000",2009,Diesel,Automatic,Mpv,Grey,5,2.0 L,189 g/km,25,9 miles,False
356,Used Fiat 500 for Sale | AA Cars,Fiat,500,1.3 MultiJet Pop 3dr,"£3,190",9,"61,000",2009,Diesel,Manual,Hatchback,Yellow,3,1.2 L,110 g/km,43,9 miles,False
357,Used Smart fortwo for Sale | AA Cars,Smart,fortwo,1.0 Passion Cabriolet 2dr,"£3,190",9,"54,000",2009,Petrol,Automatic,Convertible,Silver,2,1.0 L,106 g/km,25,9 miles,False
358,Used Smart fortwo for Sale | AA Cars,Smart,fortwo,1.0 Passion 2dr,"£3,190",9,"48,000",2009,Petrol,Automatic,Coupe,Silver,2,1.0 L,104 g/km,25,9 miles,False
359,Used Citroen C-Crosser for Sale | AA Cars,Citroen,C-Crosser,2.2 HDi VTR+ 5dr,"£2,990",9,"106,000",2008,Diesel,Manual,Suv,Blue,5,2.2 L,191 g/km,,9 miles,False
360,Used Mercedes-Benz CLK for Sale | AA Cars,Mercedes-Benz,CLK,2.7 CLK270 CDI Elegance 2dr,"£2,990",9,"89,000",2005,Diesel,Automatic,Coupe,Silver,2,2.7 L,183 g/km,30,9 miles,False
361,Used BMW 3 Series for Sale | AA Cars,BMW,3 Series,2.0 320d SE 2dr,"£2,990",9,"82,000",2008,Diesel,Manual,Convertible,Silver,2,2.0 L,140 g/km,125,9 miles,False
362,Used Nissan Qashqai for Sale | AA Cars,Nissan,Qashqai,1.5 dCi Acenta 2WD 5dr,"£2,990",9,"112,000",2009,Diesel,Manual,Hatchback,Grey,5,1.5 L,139 g/km,98,9 miles,False
363,Used Saab 9-3 for Sale | AA Cars,Saab,9-3,1.9 TiD Turbo Edition SportWagon 5dr,"£2,990",9,"114,000",2010,Diesel,Manual,Estate,Red,5,1.9 L,144 g/km,116,9 miles,False
364,Used Toyota MR2 for Sale | AA Cars,Toyota,MR2,1.8 VVT-i Roadster 2dr,"£2,990",9,"76,000",2002,Petrol,Manual,Convertible,Silver,2,1.8 L,178 g/km,8,9 miles,False
365,Used Volvo V70 for Sale | AA Cars,Volvo,V70,2.4 SE 5dr,"£2,990",9,"96,000",2002,Petrol,Automatic,Estate,N/a,5,2.4 L,229 g/km,89,9 miles,False
366,Used Ford S-Max for Sale | AA Cars,Ford,S-Max,2.0 TDCi Titanium 5dr,"£2,990",9,"132,000",2008,Diesel,Automatic,Mpv,Silver,5,2.0 L,193 g/km,25,9 miles,False
367,Used Audi A4 for Sale | AA Cars,Audi,A4,2.0 TDI SE 4dr,"£2,890",9,"86,000",2006,Diesel,Manual,Saloon,N/a,4,2.0 L,161 g/km,99,9 miles,False
368,Used Volvo S40 for Sale | AA Cars,Volvo,S40,1.6 TD DRIVe S 4dr,"£2,890",9,"78,000",2009,Diesel,Manual,Saloon,Black,4,1.6 L,118 g/km,43,9 miles,False
369,Used Fiat 500 for Sale | AA Cars,Fiat,500,1.2 Lounge 3dr,"£2,890",9,"86,000",2008,Petrol,Manual,Hatchback,Yellow,3,1.2 L,119 g/km,43,9 miles,False
370,Used BMW X5 for Sale | AA Cars,BMW,X5,3.0i Sport Auto 4WD 5dr,"£2,890",9,"147,000",2002,Petrol,Automatic,Suv,Silver,5,3.0 L,310 g/km,34,9 miles,False
371,Used Ford S-Max for Sale | AA Cars,Ford,S-Max,2.0 TDCi Titanium 5dr,"£2,890",9,"132,000",2009,Diesel,Manual,Mpv,Grey,5,2.0 L,159 g/km,25,9 miles,False
372,Used Audi A4 for Sale | AA Cars,Audi,A4,2.0 TDI SE 4dr,"£2,790",9,"95,000",2007,Diesel,Manual,Saloon,Grey,4,2.0 L,151 g/km,99,9 miles,False
373,Used Ford Mondeo for Sale | AA Cars,Ford,Mondeo,2.2 TDCi Titanium X 5dr,"£2,690",9,"115,000",2008,Diesel,Manual,Hatchback,Black,5,2.2 L,165 g/km,293,9 miles,False
374,Used Honda Civic for Sale | AA Cars,Honda,Civic,1.8 i-VTEC Type S GT 3dr,"£2,690",9,"90,000",2007,Petrol,Manual,Hatchback,Blue,3,1.8 L,156 g/km,184,9 miles,False
375,Used MINI Hatch for Sale | AA Cars,MINI,Hatch,1.6 Cooper S 3dr,"£2,690",9,"113,000",2005,Petrol,Manual,Hatchback,Blue,3,1.6 L,207 g/km,,9 miles,False
376,Used Nissan Qashqai for Sale | AA Cars,Nissan,Qashqai,1.6 Acenta 2WD 5dr,"£2,690",9,"105,000",2008,Petrol,Manual,Hatchback,Black,5,1.6 L,159 g/km,98,9 miles,False
377,Used Renault Grand Modus for Sale | AA Cars,Renault,Grand Modus,1.2 TCe Expression 5dr,"£2,690",9,"29,000",2008,Petrol,Manual,Hatchback,Blue,5,1.1 L,140 g/km,19,9 miles,False
378,Used Toyota Yaris Verso for Sale | AA Cars,Toyota,Yaris Verso,1.3 VVT-i T Spirit 5dr,"£2,690",9,"60,000",2003,Petrol,Automatic,Hatchback,Silver,5,1.3 L,165 g/km,6,9 miles,False
379,Used BMW X5 for Sale | AA Cars,BMW,X5,2.9d Sport Auto 4WD 5dr,"£2,590",9,"152,000",2003,Diesel,Automatic,Suv,Silver,5,2.9 L,259 g/km,34,9 miles,False
380,Used Saab 9-3 for Sale | AA Cars,Saab,9-3,2.0 T Aero 4dr,"£2,590",9,"113,000",2008,Petrol,Automatic,Saloon,Blue,4,2.0 L,218 g/km,116,9 miles,False
381,Used Ford Mondeo for Sale | AA Cars,Ford,Mondeo,2.0 TDCi Titanium 5dr,"£2,590",9,"109,000",2009,Diesel,Manual,Hatchback,White,5,2.0 L,154 g/km,293,9 miles,False
382,Used Kia Sorento for Sale | AA Cars,Kia,Sorento,2.5 CRDi XT 5dr,"£2,590",9,"117,000",2006,Diesel,Automatic,Suv,Blue,5,2.5 L,223 g/km,31,9 miles,False
383,Used Renault Megane for Sale | AA Cars,Renault,Megane,1.5 TD Dynamique Tom Tom 5dr (Tom Tom),"£2,590",9,"101,000",2010,Diesel,Manual,Estate,Blue,5,1.5 L,120 g/km,116,9 miles,False
384,Used Jaguar X-Type for Sale | AA Cars,Jaguar,X-Type,2.0 D SE 4dr,"£2,490",9,"104,000",2008,Diesel,Manual,Saloon,Black,4,2.0 L,149 g/km,126,9 miles,False
385,Used SEAT Alhambra for Sale | AA Cars,SEAT,Alhambra,2.0 TDI Reference 5dr,"£2,490",9,"114,000",2007,Diesel,Manual,Mpv,Silver,5,2.0 L,175 g/km,13,9 miles,False
386,Used Vauxhall Meriva for Sale | AA Cars,Vauxhall,Meriva,1.4 T 16v Exclusiv 5dr (a/c),"£2,490",9,"74,000",2011,Petrol,Manual,Mpv,Grey,5,1.4 L,156 g/km,104,9 miles,False
387,Used Volkswagen Touran for Sale | AA Cars,Volkswagen,Touran,1.9 TDI DPF SE 5dr (7 Seats),"£2,490",9,"135,000",2007,Diesel,Manual,Mpv,Grey,5,1.9 L,156 g/km,30,9 miles,False
388,Used Mercedes-Benz E Class for Sale | AA Cars,Mercedes-Benz,E Class,1.8 E200 Kompressor Avantgarde 4dr,"£2,490",9,"126,000",2005,Petrol,Automatic,Saloon,Silver,4,1.8 L,207 g/km,88,9 miles,False
389,Used Jaguar X-Type for Sale | AA Cars,Jaguar,X-Type,2.2 D Sport 4dr,"£2,490",9,"95,000",2006,Diesel,Manual,Saloon,Blue,4,2.2 L,159 g/km,126,9 miles,False
390,Used Mercedes-Benz E Class for Sale | AA Cars,Mercedes-Benz,E Class,2.7 E270 CDI Classic 4dr,"£2,490",8,"132,000",2006,Diesel,Automatic,Saloon,N/a,4,,,88,9 miles,False
391,Used MINI Hatch for Sale | AA Cars,MINI,Hatch,1.6 One CVT 3dr,"£2,490",9,"83,000",2003,Petrol,Automatic,Hatchback,Red,3,1.6 L,187 g/km,,9 miles,False
392,Used Mitsubishi Lancer for Sale | AA Cars,Mitsubishi,Lancer,2.0 DI-D GS3 Sportback 5dr,"£2,490",9,"107,000",2009,Diesel,Manual,Hatchback,Silver,5,2.0 L,173 g/km,14,9 miles,False
393,Used Renault Megane for Sale | AA Cars,Renault,Megane,1.6 VVT Expression 5dr,"£2,490",9,"65,000",2010,Petrol,Manual,Hatchback,Blue,5,1.6 L,159 g/km,116,9 miles,False
394,Used BMW 3 Series for Sale | AA Cars,BMW,3 Series,2.2 320Ci 320 Sport 2dr,"£2,490",9,"126,000",2003,Petrol,Manual,Convertible,Silver,2,2.2 L,225 g/km,125,9 miles,False
395,Used SKODA Roomster for Sale | AA Cars,SKODA,Roomster,1.4 16v 2 5dr,"£2,392",9,"85,000",2007,Petrol,Manual,Mpv,Blue,5,1.4 L,162 g/km,30,9 miles,False
396,Used MINI Convertible for Sale | AA Cars,MINI,Convertible,1.6 Cooper (Chili) 2dr,"£2,390",9,"106,000",2006,Petrol,Manual,Convertible,Blue,2,1.6 L,175 g/km,4,9 miles,False
397,Used SKODA Roomster for Sale | AA Cars,SKODA,Roomster,1.4 16v 2 5dr,"£2,390",9,"69,000",2007,Petrol,Manual,Mpv,Blue,5,1.4 L,167 g/km,30,9 miles,False
398,Used Peugeot 207 SW for Sale | AA Cars,Peugeot,207 SW,1.6 VTi Sport 5dr,"£2,290",9,"93,000",2009,Petrol,Automatic,Estate,Grey,5,1.6 L,165 g/km,88,9 miles,False
399,Used Citroen C5 for Sale | AA Cars,Citroen,C5,1.6 HDi VTR+ 4dr,"£1,990",9,"115,000",2009,Diesel,Manual,Saloon,Grey,4,1.6 L,149 g/km,60,9 miles,False
400,Used Citroen Grand C4 Picasso for Sale | AA Cars,Citroen,Grand C4 Picasso,1.6 HDi 16v VTR+ EGS 5dr,"£1,990",9,"91,000",2008,Diesel,Automatic,Mpv,Purple,5,1.6 L,150 g/km,24,9 miles,False
401,Used Fiat Grande Punto for Sale | AA Cars,Fiat,Grande Punto,1.9 MultiJet Sporting 3dr,"£1,990",9,"65,000",2007,Diesel,Manual,Hatchback,Orange,3,1.9 L,154 g/km,10,9 miles,False
402,Used Honda Civic for Sale | AA Cars,Honda,Civic,1.8 i-VTEC EX i-Shift 5dr,"£1,990",9,"112,000",2007,Petrol,Automatic,Hatchback,Black,5,1.8 L,160 g/km,184,9 miles,False
403,Used Renault Megane for Sale | AA Cars,Renault,Megane,1.6 VVT I-Music 5dr,"£1,990",9,"103,000",2010,Petrol,Manual,Hatchback,Blue,5,1.6 L,159 g/km,116,9 miles,False
404,Used Vauxhall Astra for Sale | AA Cars,Vauxhall,Astra,1.9 CDTi 16v SRi 5dr,"£1,990",9,"92,000",2006,Diesel,Manual,Hatchback,Silver,5,1.9 L,157 g/km,367,9 miles,False
405,Used Ford Fiesta for Sale | AA Cars,Ford,Fiesta,1.25 Zetec 3dr,"£1,990",9,"123,000",2009,Petrol,Manual,Hatchback,Black,3,1.2 L,133 g/km,373,9 miles,False
406,Used Honda Civic for Sale | AA Cars,Honda,Civic,1.3 IMA ES 4dr,"£1,990",9,"86,000",2007,Hybrid – petrol/elec,Automatic,Saloon,Grey,4,1.3 L,109 g/km,184,9 miles,False
407,Used MINI Convertible for Sale | AA Cars,MINI,Convertible,1.6 One 2dr,"£1,990",9,"97,000",2005,Petrol,Manual,Convertible,Yellow,2,1.6 L,173 g/km,4,9 miles,False
408,Used Peugeot 107 for Sale | AA Cars,Peugeot,107,1.0 12v Verve 3dr,"£1,990",9,"75,000",2009,Petrol,Manual,Hatchback,Red,3,1.0 L,106 g/km,47,9 miles,False
409,Used Saab 9-3 for Sale | AA Cars,Saab,9-3,1.9 TTiD Vector Sport 4dr,"£1,990",9,"97,000",2008,Diesel,Manual,Saloon,N/a,4,1.9 L,147 g/km,116,9 miles,False
410,Used Volkswagen Golf for Sale | AA Cars,Volkswagen,Golf,1.6 FSI Match 5dr,"£1,990",9,"117,000",2006,Petrol,Manual,Hatchback,Grey,5,1.6 L,166 g/km,155,9 miles,False
411,Used Volkswagen Fox for Sale | AA Cars,Volkswagen,Fox,1.2 Urban 3dr,"£1,990",9,"74,000",2010,Petrol,Manual,Hatchback,Blue,3,1.2 L,139 g/km,5,9 miles,False
412,Used Citroen Berlingo for Sale | AA Cars,Citroen,Berlingo,1.9 D Forte Multispace 5dr,"£1,990",9,"105,000",2003,Diesel,Manual,Mpv,Blue,5,1.9 L,181 g/km,44,9 miles,False
413,Used Citroen C5 for Sale | AA Cars,Citroen,C5,2.0 HDi VTR+ 4dr,"£1,990",9,"85,000",2008,Diesel,Manual,Saloon,Silver,4,2.0 L,157 g/km,60,9 miles,False
414,Used Ford Fiesta for Sale | AA Cars,Ford,Fiesta,1.25 Style Climate 5dr,"£1,990",9,"70,000",2007,Petrol,Manual,Hatchback,Black,5,1.2 L,139 g/km,373,9 miles,False
415,Used Ford Fusion for Sale | AA Cars,Ford,Fusion,1.6 Zetec Climate 5dr,"£1,990",9,"75,000",2008,Petrol,Automatic,Hatchback,Silver,5,1.6 L,181 g/km,58,9 miles,False
416,Used Mercedes-Benz A Class for Sale | AA Cars,Mercedes-Benz,A Class,2.0 A180 CDI Classic SE CVT 5dr,"£1,990",9,"94,000",2007,Diesel,Automatic,Hatchback,Blue,5,2.0 L,142 g/km,46,9 miles,False
417,Used Mercedes-Benz C Class for Sale | AA Cars,Mercedes-Benz,C Class,2.1 C220 CDI Avantgarde SE 4dr,"£1,990",9,"119,000",2004,Diesel,Automatic,Saloon,Silver,4,2.1 L,181 g/km,144,9 miles,False
418,Used MINI Hatch for Sale | AA Cars,MINI,Hatch,1.6 One 3dr,"£1,990",9,"96,000",2005,Petrol,Manual,Hatchback,White,3,1.6 L,164 g/km,,9 miles,False
419,Used Renault Clio for Sale | AA Cars,Renault,Clio,1.5 dCi Dynamique 5dr,"£1,990",9,"66,000",2009,Diesel,Manual,Hatchback,Red,5,1.5 L,115 g/km,114,9 miles,False
420,Used Renault Clio for Sale | AA Cars,Renault,Clio,1.2 T 16v Dynamique 3dr,"£1,990",9,"75,000",2009,Petrol,Manual,Hatchback,Blue,3,1.1 L,137 g/km,114,9 miles,False
421,Used Renault Laguna for Sale | AA Cars,Renault,Laguna,1.5 dCi eco2 Dynamique 5dr (Tom Tom),"£1,990",9,"116,000",2010,Diesel,Manual,Hatchback,Black,5,1.5 L,130 g/km,53,9 miles,False
422,Used Smart fortwo for Sale | AA Cars,Smart,fortwo,0.7 City Passion 3dr,"£1,990",9,"69,000",2003,Petrol,Automatic,Hatchback,Silver,3,0.7 L,116 g/km,25,9 miles,False
423,Used Vauxhall Astra for Sale | AA Cars,Vauxhall,Astra,1.8 i VVT 16v SRi Exterior Pack 5dr,"£1,990",9,"99,000",2009,Petrol,Manual,Hatchback,N/a,5,1.8 L,172 g/km,367,9 miles,False
424,Used Volkswagen Polo for Sale | AA Cars,Volkswagen,Polo,1.2 E 5dr,"£1,990",9,"79,000",2005,Petrol,Manual,Hatchback,Black,5,1.2 L,142 g/km,148,9 miles,False
425,Used Volvo S60 for Sale | AA Cars,Volvo,S60,2.4 D5 SE 4dr,"£1,990",9,"103,000",2004,Diesel,Automatic,Saloon,Black,4,2.4 L,199 g/km,38,9 miles,False
426,Used Mazda Mazda5 for Sale | AA Cars,Mazda,Mazda5,2.0 D TS2 5dr,"£1,990",9,"97,000",2008,Diesel,Manual,Mpv,Grey,5,2.0 L,173 g/km,10,9 miles,False
427,Used Renault Twingo for Sale | AA Cars,Renault,Twingo,1.2 16v Dynamique 3dr,"£1,990",9,"57,000",2011,Petrol,Manual,Hatchback,Blue,3,1.1 L,119 g/km,12,9 miles,False
428,Used Honda Civic for Sale | AA Cars,Honda,Civic,1.6 i-VTEC Executive 5dr,"£1,990",9,"98,000",2004,Petrol,Automatic,Hatchback,Silver,5,1.6 L,172 g/km,184,9 miles,False
429,Used Peugeot 307 for Sale | AA Cars,Peugeot,307,1.6 16v S Tiptronic 5dr,"£1,990",9,"58,000",2006,Petrol,Automatic,Hatchback,Grey,5,1.6 L,189 g/km,69,9 miles,False
430,Used Ford Focus CC for Sale | AA Cars,Ford,Focus CC,2.0 CC-2 2dr,"£1,990",9,"104,000",2008,Petrol,Manual,Convertible,Silver,2,2.0 L,179 g/km,618,9 miles,False
431,Used Toyota Yaris for Sale | AA Cars,Toyota,Yaris,1.3 VVT-i 16v CDX 5dr,"£1,990",9,"94,000",2002,Petrol,Automatic,Hatchback,Blue,5,1.3 L,150 g/km,154,9 miles,False
432,Used Volkswagen Fox for Sale | AA Cars,Volkswagen,Fox,1.2 3dr,"£1,890",9,"65,000",2009,Petrol,Manual,Hatchback,Yellow,3,1.2 L,139 g/km,5,9 miles,False
433,Used Lexus IS 220d for Sale | AA Cars,Lexus,IS 220d,2.2 TD 4dr,"£1,890",9,"136,000",2007,Diesel,Manual,Saloon,Grey,4,2.2 L,168 g/km,28,9 miles,False
434,Used Peugeot 307 CC for Sale | AA Cars,Peugeot,307 CC,1.6 16v S 2dr,"£1,890",9,"69,000",2006,Petrol,Manual,Convertible,Blue,2,1.6 L,178 g/km,16,9 miles,False
435,Used Ford Fiesta for Sale | AA Cars,Ford,Fiesta,1.25 Zetec Climate 3dr,"£1,890",9,"71,000",2007,Petrol,Manual,Hatchback,Red,3,1.2 L,139 g/km,373,9 miles,False
436,Used Ford Focus for Sale | AA Cars,Ford,Focus,1.6 Titanium 5dr,"£1,890",9,"113,000",2008,Petrol,Manual,Hatchback,Black,5,1.6 L,159 g/km,618,9 miles,False
437,Used Peugeot 308 for Sale | AA Cars,Peugeot,308,1.6 VTi Verve 5dr,"£1,890",9,"89,000",2009,Petrol,Manual,Hatchback,Black,5,1.6 L,159 g/km,51,9 miles,False
438,Used BMW 5 Series for Sale | AA Cars,BMW,5 Series,2.5 523i SE 4dr,"£1,890",8,"138,000",1998,Petrol,Automatic,Saloon,Blue,4,,,7,9 miles,False
439,Used Ford C-Max for Sale | AA Cars,Ford,C-Max,2.0 Zetec 5dr,"£1,890",9,"102,000",2007,Petrol,Automatic,Mpv,Blue,5,2.0 L,194 g/km,76,9 miles,False
440,Used Ford Fiesta for Sale | AA Cars,Ford,Fiesta,1.25 Zetec Climate 3dr,"£1,890",9,"85,000",2008,Petrol,Manual,Hatchback,Red,3,1.2 L,139 g/km,373,9 miles,False
441,Used Ford Mondeo for Sale | AA Cars,Ford,Mondeo,2.0 TDCi Ghia 5dr,"£1,890",9,"126,000",2008,Diesel,Manual,Hatchback,Silver,5,2.0 L,156 g/km,293,9 miles,False
442,Used Mercedes-Benz C Class for Sale | AA Cars,Mercedes-Benz,C Class,1.8 C180 Kompressor Avantgarde SE 4dr,"£1,890",9,"138,000",2005,Petrol,Automatic,Saloon,Black,4,1.8 L,203 g/km,144,9 miles,False
443,Used Mercedes-Benz E Class for Sale | AA Cars,Mercedes-Benz,E Class,2.6 E240 Avantgarde 4dr,"£1,890",9,"147,000",2004,Petrol,Automatic,Saloon,Silver,4,2.6 L,250 g/km,88,9 miles,False
444,Used Renault Modus for Sale | AA Cars,Renault,Modus,1.6 16v Dynamique 5dr,"£1,890",9,"53,000",2005,Petrol,Automatic,Hatchback,Blue,5,1.6 L,185 g/km,19,9 miles,False
445,Used MINI Hatch for Sale | AA Cars,MINI,Hatch,1.6 Cooper 3dr,"£1,890",9,"101,000",2005,Petrol,Manual,Hatchback,Black,3,1.6 L,166 g/km,,9 miles,False
446,Used Peugeot 308 for Sale | AA Cars,Peugeot,308,1.6 HDi FAP Sport 5dr,"£1,890",9,"100,000",2009,Diesel,Manual,Hatchback,Red,5,1.6 L,134 g/km,51,9 miles,False
447,Used Suzuki Swift for Sale | AA Cars,Suzuki,Swift,1.5 GLX 3dr,"£1,790",9,"81,000",2008,Petrol,Manual,Hatchback,Red,3,1.5 L,159 g/km,37,9 miles,False
448,Used Fiat Grande Punto for Sale | AA Cars,Fiat,Grande Punto,1.4 8v Dynamic 5dr,"£1,790",9,"78,000",2009,Petrol,Manual,Hatchback,Grey,5,1.4 L,139 g/km,10,9 miles,False
449,Used Saab 9-3 for Sale | AA Cars,Saab,9-3,1.8 i Vector 4dr,"£1,790",9,"83,000",2006,Petrol,Manual,Saloon,Black,4,1.8 L,183 g/km,116,9 miles,False
450,Used Peugeot 107 for Sale | AA Cars,Peugeot,107,1.0 12v Urban 5dr,"£1,790",9,"97,000",2009,Petrol,Manual,Hatchback,Silver,5,1.0 L,106 g/km,47,9 miles,False
451,Used SKODA Octavia for Sale | AA Cars,SKODA,Octavia,2.0 TDI PD Laurin & Klement 5dr,"£1,790",9,"124,000",2007,Diesel,Manual,Hatchback,Grey,5,2.0 L,149 g/km,169,9 miles,False
452,Used Vauxhall Astra for Sale | AA Cars,Vauxhall,Astra,1.9 CDTi 8v SXi 5dr,"£1,790",9,"90,000",2007,Diesel,Manual,Hatchback,Silver,5,1.9 L,157 g/km,367,9 miles,False
453,Used Volkswagen Fox for Sale | AA Cars,Volkswagen,Fox,1.2 Urban 3dr,"£1,690",9,"79,000",2009,Petrol,Manual,Hatchback,Silver,3,1.2 L,139 g/km,5,9 miles,False
454,Used Renault Megane for Sale | AA Cars,Renault,Megane,2.0 TCe Dynamique 5dr,"£1,690",9,"130,000",2009,Petrol,Manual,Hatchback,N/a,5,2.0 L,155 g/km,116,9 miles,False
455,Used Renault Clio for Sale | AA Cars,Renault,Clio,1.2 16v Expression Sport Tourer 5dr,"£1,690",9,"81,000",2008,Petrol,Manual,Estate,Blue,5,1.1 L,139 g/km,114,9 miles,False
456,Used Nissan Note for Sale | AA Cars,Nissan,Note,1.4 16v SE 5dr,"£1,690",9,"69,000",2006,Petrol,Manual,Hatchback,Orange,5,1.4 L,150 g/km,77,9 miles,False
457,Used Renault Clio for Sale | AA Cars,Renault,Clio,1.2 16v Extreme 3dr,"£1,590",9,"81,000",2009,Petrol,Manual,Hatchback,Silver,3,1.1 L,139 g/km,114,9 miles,False
458,Used Renault Twingo for Sale | AA Cars,Renault,Twingo,1.2 Freeway 3dr,"£1,590",9,"81,000",2009,Petrol,Manual,Hatchback,Black,3,1.1 L,130 g/km,12,9 miles,False
459,Used Fiat Doblo for Sale | AA Cars,Fiat,Doblo,1.9 JTD Dynamic 5dr,"£1,590",9,"126,000",2004,Diesel,Manual,Estate,Blue,5,1.9 L,153 g/km,16,9 miles,False
460,Used Peugeot 407 for Sale | AA Cars,Peugeot,407,2.0 HDi SE 4dr,"£1,590",9,"79,000",2004,Diesel,Manual,Saloon,Silver,4,2.0 L,155 g/km,20,9 miles,False
461,Used Ford Ka for Sale | AA Cars,Ford,Ka,1.3 Zetec Climate 3dr,"£1,590",9,"29,000",2007,Petrol,Manual,Hatchback,Silver,3,1.3 L,154 g/km,86,9 miles,False
462,Used Kia Picanto for Sale | AA Cars,Kia,Picanto,1.1 Ice 5dr,"£1,590",9,"65,000",2008,Petrol,Manual,Hatchback,Silver,5,1.1 L,122 g/km,59,9 miles,False
463,Used SKODA Octavia for Sale | AA Cars,SKODA,Octavia,2.0 TDI PD Elegance 5dr,"£1,590",9,"105,000",2004,Diesel,Manual,Hatchback,Beige,5,2.0 L,149 g/km,169,9 miles,False
464,Used Kia Magentis for Sale | AA Cars,Kia,Magentis,2.0 CRDi TR 4dr,"£1,590",9,"141,000",2009,Diesel,Manual,Saloon,Silver,4,2.0 L,158 g/km,6,9 miles,False
465,Used Ford Ka for Sale | AA Cars,Ford,Ka,1.3 Style Climate 3dr,"£1,490",9,"34,000",2008,Petrol,Manual,Hatchback,Grey,3,1.3 L,150 g/km,86,9 miles,False
466,Used SEAT Leon for Sale | AA Cars,SEAT,Leon,1.6 Special Edition 5dr,"£1,490",9,"111,000",2006,Petrol,Manual,Hatchback,Blue,5,1.6 L,183 g/km,45,9 miles,False
467,Used Kia Sorento for Sale | AA Cars,Kia,Sorento,2.5 CRDi XT 5dr,"£1,490",9,"133,000",2007,Diesel,Manual,Suv,Silver,5,2.5 L,209 g/km,31,9 miles,False
468,Used Ford Fiesta for Sale | AA Cars,Ford,Fiesta,1.25 Zetec Climate 5dr,"£1,490",9,"102,000",2007,Petrol,Manual,Hatchback,Green,5,1.2 L,139 g/km,373,9 miles,False
469,Used MINI Hatch for Sale | AA Cars,MINI,Hatch,1.6 Cooper 3dr,"£1,490",9,"81,000",2003,Petrol,Manual,Hatchback,Silver,3,1.6 L,163 g/km,,9 miles,False
470,Used Renault Clio for Sale | AA Cars,Renault,Clio,1.2 16v Extreme 3dr,"£1,490",9,"97,000",2009,Petrol,Manual,Hatchback,Blue,3,1.1 L,139 g/km,114,9 miles,False
471,Used Ford Fiesta for Sale | AA Cars,Ford,Fiesta,1.25 Style Climate 5dr,"£1,490",9,"108,000",2007,Petrol,Manual,Hatchback,Silver,5,1.2 L,139 g/km,373,9 miles,False
472,Used Volkswagen Polo for Sale | AA Cars,Volkswagen,Polo,1.4 Twist 5dr,"£1,490",9,"101,000",2005,Petrol,Manual,Hatchback,Silver,5,1.4 L,154 g/km,148,9 miles,False
