,title,make,model,variant,price,no specs,mileage,year,fuel,transmission,body type,colour,doors,engine size,CO2,review count,distance,delivery
216,Used Lexus ES for Sale | AA Cars,Lexus,ES,300h 2.5 4dr CVT,"£30,545",9,"4,778",2019,Hybrid,Automatic,Saloon,Grey,4,2.5 L,100 g/km,,9 miles,False
217,Used Lexus UX for Sale | AA Cars,Lexus,UX,250h 2.0 F-Sport 5dr CVT [Nav],"£30,495",9,"11,408",2020,Hybrid,Automatic,Suv,Black,5,2.0 L,97 g/km,,9 miles,False
218,Used Lexus UX for Sale | AA Cars,Lexus,UX,250H 2.0 F-Sport 5Dr Cvt [Nav],"£30,459",9,"7,428",2019,Hybrid,Automatic,Suv,White,5,2.0 L,97 g/km,,9 miles,False
219,Used Lexus NX for Sale | AA Cars,Lexus,NX,"300h 2.5 5dr CVT [8"" Nav]","£30,445",9,"10,750",2019,Hybrid,Automatic,Suv,Black,5,2.5 L,137 g/km,1,9 miles,False
220,Used Lexus NX for Sale | AA Cars,Lexus,NX,"300h 2.5 5dr CVT [8"" Nav]","£30,445",9,"11,100",2019,Hybrid,Automatic,Suv,Black,5,2.5 L,137 g/km,1,9 miles,False
221,Used Lexus UX for Sale | AA Cars,Lexus,UX,250H 2.0 Takumi 5Dr Cvt,"£30,437",9,"8,755",2019,Hybrid,Automatic,Suv,Black,5,2.0 L,97 g/km,,9 miles,False
222,Used Lexus IS for Sale | AA Cars,Lexus,IS,300h F-Sport 4dr CVT Auto [Navigation],"£29,897",9,"5,789",2020,Hybrid,Automatic,Saloon,Other,4,2.5 L,109 g/km,28,9 miles,False
223,Used Lexus UX for Sale | AA Cars,Lexus,UX,250h 2.0 5dr CVT [Nav],"£29,500",9,"1,600",2020,Hybrid,Automatic,Suv,Silver,5,2.0 L,125 g/km,,9 miles,False
224,Used Lexus UX for Sale | AA Cars,Lexus,UX,250h 2.0 F-Sport 5dr CVT [Nav],"£28,145",9,"4,343",2019,Hybrid,Automatic,Suv,Black,5,2.0 L,97 g/km,,9 miles,False
225,Used Lexus RX for Sale | AA Cars,Lexus,RX,450h 3.5 Luxury 5dr CVT,"£27,750",9,"34,570",2016,Hybrid,Automatic,Suv,Blue,5,3.5 L,127 g/km,14,9 miles,False
226,Used Lexus IS for Sale | AA Cars,Lexus,IS,300h 4dr CVT Auto,"£26,195",9,"6,182",2020,Hybrid,Automatic,Saloon,White,4,2.5 L,104 g/km,28,9 miles,False
227,Used Lexus CT for Sale | AA Cars,Lexus,CT,200h 1.8 5dr CVT,"£26,000",9,"6,000",2020,Hybrid,Automatic,Hatchback,Blue,5,1.8 L,101 g/km,7,9 miles,False
228,Used Lexus UX for Sale | AA Cars,Lexus,UX,250H 2.0 5Dr Cvt [Nav],"£25,897",9,"11,065",2020,Hybrid,Automatic,Suv,Grey,5,2.0 L,94 g/km,,9 miles,False
229,Used Lexus UX for Sale | AA Cars,Lexus,UX,250h 2.0 5dr CVT [Nav],"£24,577",9,"6,800",2019,Hybrid,Automatic,Suv,Grey,5,2.0 L,94 g/km,,9 miles,False
230,Used Lexus NX for Sale | AA Cars,Lexus,NX,300h 2.5 Premier 5dr CVT,"£23,150",9,"30,150",2015,Hybrid,Automatic,Suv,Silver,5,2.5 L,121 g/km,1,9 miles,False
231,Used Lexus NX for Sale | AA Cars,Lexus,NX,300h 2.5 Premier 5dr CVT,"£22,795",9,"32,823",2014,Hybrid,Automatic,Suv,Silver,5,2.5 L,121 g/km,1,9 miles,False
232,Used Lexus CT for Sale | AA Cars,Lexus,CT,200h 1.8 5dr CVT,"£22,590",9,"10,000",2020,Hybrid,Automatic,Hatchback,Grey,5,1.8 L,119 g/km,7,9 miles,False
233,Used Lexus GS for Sale | AA Cars,Lexus,GS,300h 2.5 Executive Edition 4dr CVT,"£21,945",9,"10,650",2017,Hybrid,Automatic,Saloon,Grey,4,2.5 L,104 g/km,13,9 miles,False
234,Used Lexus GS for Sale | AA Cars,Lexus,GS,300h 2.5 Executive Edition 4dr CVT,"£21,379",9,"24,529",2017,Hybrid,Automatic,Saloon,Silver,4,2.5 L,104 g/km,13,9 miles,False
235,Used Lexus IS for Sale | AA Cars,Lexus,IS,300h Sport 4dr CVT Auto,"£20,545",9,"18,141",2018,Hybrid,Automatic,Saloon,Black,4,2.5 L,107 g/km,28,9 miles,False
236,Used Lexus NX for Sale | AA Cars,Lexus,NX,300h 2.5 Luxury 5dr CVT,"£20,495",9,"39,230",2015,Hybrid,Automatic,Suv,Silver,5,2.5 L,121 g/km,1,9 miles,False
237,Used Lexus CT for Sale | AA Cars,Lexus,CT,200h 1.8 5dr CVT,"£20,395",9,"6,871",2019,Hybrid,Automatic,Hatchback,Silver,5,1.8 L,101 g/km,7,9 miles,False
238,Used Lexus CT for Sale | AA Cars,Lexus,CT,200H 1.8 5Dr Cvt,"£19,997",9,"10,199",2019,Hybrid,Automatic,Hatchback,Black,5,1.8 L,101 g/km,7,9 miles,False
239,Used Lexus RX for Sale | AA Cars,Lexus,RX,450h 3.5 Advance 5dr CVT Auto [Sunroof],"£19,950",9,"58,000",2015,Hybrid,Automatic,Suv,Black,5,3.5 L,145 g/km,14,9 miles,False
240,Used Lexus CT for Sale | AA Cars,Lexus,CT,200h 1.8 5dr CVT,"£19,297",9,"11,000",2019,Hybrid,Automatic,Hatchback,Red,5,1.8 L,101 g/km,7,9 miles,False
241,Used Lexus IS for Sale | AA Cars,Lexus,IS,300h Advance 4dr CVT Auto,"£18,496",9,"6,427",2016,Hybrid,Automatic,Saloon,Black,4,2.5 L,101 g/km,28,9 miles,False
242,Used Lexus CT for Sale | AA Cars,Lexus,CT,200h 1.8 Luxury 5dr CVT,"£18,395",9,"15,500",2018,Hybrid,Automatic,Hatchback,White,5,1.8 L,94 g/km,7,9 miles,False
243,Used Nissan Qashqai for Sale | AA Cars,Nissan,Qashqai,1.6 dCi Tekna+ 5dr Xtronic,"£17,897",9,"21,650",2018,Diesel,Automatic,Suv,White,5,1.6 L,122 g/km,98,9 miles,False
244,Used BMW 4 Series for Sale | AA Cars,BMW,4 Series,435d xDrive M Sport 2dr Auto,"£17,400",9,"47,500",2015,Diesel,Semiauto,Coupe,White,2,3.0 L,146 g/km,1,9 miles,False
245,Used BMW 3 Series for Sale | AA Cars,BMW,3 Series,330e Sport 4dr Step Auto,"£15,750",9,"33,869",2017,Hybrid,Semiauto,Saloon,Black,4,2.0 L,45 g/km,22,9 miles,False
246,Used Hyundai I30 for Sale | AA Cars,Hyundai,I30,1.4T GDI Premium SE 5dr DCT,"£13,950",9,"18,890",2017,Petrol,Semiauto,Hatchback,Red,5,1.4 L,125 g/km,56,9 miles,False
247,Used Renault Captur for Sale | AA Cars,Renault,Captur,1.5 dCi 90 Dynamique S Nav 5dr Auto,"£9,990",9,"17,500",2016,Diesel,Semiauto,Suv,Other,5,1.5 L,99 g/km,9,9 miles,False
248,Used Lexus NX for Sale | AA Cars,Lexus,NX,300h 2.5 Takumi 5dr CVT [Pan roof],"£41,995",9,100,2020,Hybrid,Automatic,Suv,Silver,5,2.5 L,172 g/km,1,9 miles,False
249,Used Lexus NX for Sale | AA Cars,Lexus,NX,300h 2.5 F-Sport 5dr CVT [Premium Pack/Leather],"£29,650",9,"29,390",2019,Hybrid,Automatic,Suv,Black,5,2.5 L,135 g/km,1,9 miles,False
250,Used Lexus IS for Sale | AA Cars,Lexus,IS,300h F-Sport 4dr CVT Auto,"£25,000",9,"15,641",2018,Hybrid,Automatic,Saloon,White,4,2.5 L,107 g/km,28,9 miles,False
251,Used Lexus NX for Sale | AA Cars,Lexus,NX,300h 2.5 Luxury 5dr CVT,"£22,995",9,"32,040",2017,Hybrid,Automatic,Suv,Silver,5,2.5 L,121 g/km,1,9 miles,False
252,Used Lexus IS for Sale | AA Cars,Lexus,IS,300h Advance 4dr CVT Auto,"£20,995",9,"23,733",2018,Hybrid,Automatic,Saloon,White,4,2.5 L,104 g/km,28,9 miles,False
253,Used Lexus IS for Sale | AA Cars,Lexus,IS,300h Advance 4dr CVT Auto,"£18,850",9,"42,613",2018,Hybrid,Automatic,Saloon,Grey,4,2.5 L,101 g/km,28,9 miles,False
254,Used Lexus CT for Sale | AA Cars,Lexus,CT,200h 1.8 Sport 5dr CVT Auto,"£14,450",9,"34,776",2017,Hybrid,Automatic,Hatchback,Black,5,1.8 L,94 g/km,7,9 miles,False
255,Used Lexus CT for Sale | AA Cars,Lexus,CT,200h 1.8 Advance 5dr CVT Auto,"£11,950",9,"30,842",2015,Hybrid,Automatic,Hatchback,Grey,5,1.8 L,94 g/km,7,9 miles,False
256,Used Rolls-Royce Ghost for Sale | AA Cars,Rolls-Royce,Ghost,6.6 4dr,"£82,979",9,"65,000",2012,Petrol,Automatic,Saloon,White,4,6.6 L,317 g/km,1,9 miles,True
257,Used BMW M3 for Sale | AA Cars,BMW,M3,3.0 BiTurbo Competition DCT (s/s) 4dr,"£39,979",9,"13,000",2018,Petrol,Automatic,Saloon,Orange,4,3.0 L,194 g/km,7,9 miles,True
258,Used Audi RS7 for Sale | AA Cars,Audi,RS7,4.0 TFSI V8 Sportback Tiptronic quattro (s/s) 5dr,"£31,979",9,"61,000",2014,Petrol,Automatic,Hatchback,N/a,5,4.0 L,229 g/km,,9 miles,True
259,Used Porsche Macan for Sale | AA Cars,Porsche,Macan,3.0 TD V6 S PDK 4WD (s/s) 5dr,"£29,979",9,"68,900",2015,Diesel,Automatic,Suv,Black,5,3.0 L,161 g/km,,9 miles,True
260,Used Mercedes-Benz S Class for Sale | AA Cars,Mercedes-Benz,S Class,3.0 S350L d AMG Line (Executive) (s/s) 4dr,"£24,979",9,"67,000",2015,Diesel,Automatic,Saloon,Black,4,3.0 L,162 g/km,18,9 miles,True
261,Used Mercedes-Benz CLS for Sale | AA Cars,Mercedes-Benz,CLS,5.5 CLS63 AMG MCT 4dr,"£23,979",9,"47,000",2011,Petrol,Automatic,Coupe,Grey,4,5.5 L,231 g/km,10,9 miles,True
262,Used Mercedes-Benz GL Class for Sale | AA Cars,Mercedes-Benz,GL Class,3.0 GL350 CDI BlueTEC AMG Sport 7G-Tronic Plus 4x4 5dr,"£21,979",9,"77,000",2013,Diesel,Automatic,Suv,Grey,5,3.0 L,209 g/km,,9 miles,True
263,Used Audi SQ5 for Sale | AA Cars,Audi,SQ5,3.0 BiTDi Tiptronic quattro (s/s) 5dr,"£21,479",9,"59,500",2014,Diesel,Automatic,Suv,White,5,3.0 L,179 g/km,10,9 miles,True
264,Used Audi SQ5 for Sale | AA Cars,Audi,SQ5,3.0 BiTDi Tiptronic quattro (s/s) 5dr,"£19,979",9,"70,000",2014,Diesel,Automatic,Suv,Black,5,3.0 L,179 g/km,10,9 miles,True
265,Used Mercedes-Benz E Class for Sale | AA Cars,Mercedes-Benz,E Class,3.0 E400 AMG Sport 7G-Tronic Plus 2dr,"£15,979",9,"66,000",2014,Petrol,Automatic,Coupe,White,2,3.0 L,176 g/km,88,9 miles,True
266,Used Mercedes-Benz S Class for Sale | AA Cars,Mercedes-Benz,S Class,3.0 S350L CDI BlueTEC AMG Sport Edition 7G-Tronic Plus 4dr,"£14,979",9,"78,000",2013,Diesel,Automatic,Saloon,White,4,3.0 L,168 g/km,18,9 miles,True
267,Used Audi TTS for Sale | AA Cars,Audi,TTS,2.0 TFSI quattro S Tronic quattro 2dr,"£11,979",9,"80,000",2011,Petrol,Automatic,Coupe,Black,2,2.0 L,179 g/km,49,9 miles,True
268,Used Audi A7 for Sale | AA Cars,Audi,A7,3.0 TDI S line Sportback S Tronic quattro 5dr,"£11,479",9,"97,000",2012,Diesel,Automatic,Hatchback,Black,5,3.0 L,152 g/km,2,9 miles,True
269,Used Audi TTS for Sale | AA Cars,Audi,TTS,2.0 TFSI quattro 2dr,"£10,979",9,"58,983",2008,Petrol,Manual,Coupe,Black,2,2.0 L,188 g/km,49,9 miles,True
270,Used Audi A3 for Sale | AA Cars,Audi,A3,2.0 TDI S line Sportback S Tronic 5dr,"£8,979",9,"45,000",2012,Diesel,Automatic,Hatchback,Grey,5,2.0 L,129 g/km,75,9 miles,True
271,Used Audi A5 for Sale | AA Cars,Audi,A5,3.0 TDI S line Sportback S Tronic quattro 5dr,"£8,979",9,"75,643",2009,Diesel,Automatic,Hatchback,Black,5,3.0 L,174 g/km,21,9 miles,True
272,Used MINI Hatch for Sale | AA Cars,MINI,Hatch,1.6 Cooper S 3dr,"£7,495",9,"52,000",2010,Petrol,Automatic,Hatchback,White,3,1.6 L,149 g/km,,9 miles,True
273,Used Audi A6 Avant for Sale | AA Cars,Audi,A6 Avant,2.0 TDI S line Special Edition Multitronic 5dr,"£6,979",9,"99,000",2011,Diesel,Automatic,Estate,Silver,5,2.0 L,154 g/km,62,9 miles,True
274,Used Nissan Qashqai for Sale | AA Cars,Nissan,Qashqai,1.6 dCi n-tec+ 4WD (s/s) 5dr,"£5,979",9,"93,000",2012,Diesel,Manual,Suv,Black,5,1.6 L,135 g/km,98,9 miles,True
275,Used MINI Clubman for Sale | AA Cars,MINI,Clubman,1.6 Cooper S 5dr,"£5,979",9,"88,000",2010,Petrol,Manual,Estate,Black,5,1.6 L,137 g/km,12,9 miles,True
276,Used Mercedes-Benz Viano for Sale | AA Cars,Mercedes-Benz,Viano,2.2 CDI Trend Extra Long MPV 5dr,"£12,990",9,"90,000",2011,Diesel,Manual,Mpv,Grey,5,2.1 L,195 g/km,2,9 miles,False
277,Used Mercedes-Benz Vito for Sale | AA Cars,Mercedes-Benz,Vito,2.1 115CDI Traveliner Long Bus 5dr (9 Seats),"£9,990",9,"106,000",2010,Diesel,Automatic,Other,N/a,5,2.1 L,229 g/km,8,9 miles,False
278,Used Volkswagen Caravelle for Sale | AA Cars,Volkswagen,Caravelle,2.5 TD Bus 4dr (8 Seats),"£9,990",9,"105,000",2003,Diesel,Automatic,Mpv,Blue,4,2.5 L,235 g/km,6,9 miles,False
279,Used Audi A7 for Sale | AA Cars,Audi,A7,3.0 TDI SE Sportback S Tronic quattro 5dr,"£9,490",9,"111,000",2011,Diesel,Automatic,Hatchback,Grey,5,3.0 L,158 g/km,2,9 miles,False
280,Used Renault Clio for Sale | AA Cars,Renault,Clio,0.9 TCe GT Line (s/s) 5dr,"£8,990",9,"13,200",2018,Petrol,Manual,Hatchback,Blue,5,0.9 L,113 g/km,114,9 miles,False
281,Used Audi Q7 for Sale | AA Cars,Audi,Q7,3.0 TDI S line quattro 5dr,"£8,490",9,"80,000",2006,Diesel,Automatic,Suv,Red,5,3.0 L,279 g/km,4,9 miles,False
282,Used Audi Q7 for Sale | AA Cars,Audi,Q7,3.0 TDI S line quattro 5dr,"£8,290",9,"81,000",2006,Diesel,Automatic,Suv,Black,5,3.0 L,279 g/km,4,9 miles,False
283,Used Kia Sportage for Sale | AA Cars,Kia,Sportage,2.0 CRDi KX-4 AWD 5dr,"£7,990",9,"106,000",2013,Diesel,Automatic,Suv,Silver,5,2.0 L,189 g/km,43,9 miles,False
284,Used Toyota Auris for Sale | AA Cars,Toyota,Auris,1.8 VVT-h Icon Touring Sports CVT (s/s) 5dr,"£7,990",9,"85,000",2015,Hybrid – petrol/elec,Automatic,Estate,White,5,1.8 L,83 g/km,63,9 miles,False
285,Used Audi A5 for Sale | AA Cars,Audi,A5,2.0 TDI S line Sportback 5dr,"£7,990",9,"102,000",2011,Diesel,Manual,Hatchback,White,5,2.0 L,134 g/km,21,9 miles,False
286,Used Mercedes-Benz Vito for Sale | AA Cars,Mercedes-Benz,Vito,3.0 120CDI Long Panel Van 5dr,"£7,990",9,"136,000",2009,Diesel,Automatic,Panel van,Red,5,3.0 L,244 g/km,8,9 miles,False
287,Used Audi Q5 for Sale | AA Cars,Audi,Q5,3.0 TDI V6 SE S Tronic quattro 5dr,"£7,690",9,"128,000",2010,Diesel,Automatic,Suv,Silver,5,3.0 L,199 g/km,10,9 miles,False
288,Used Volvo XC90 for Sale | AA Cars,Volvo,XC90,2.4 D5 R-Design SE Geartronic AWD 5dr,"£7,490",9,"124,000",2009,Diesel,Automatic,Suv,Black,5,2.4 L,224 g/km,22,9 miles,False
289,Used Porsche Boxster for Sale | AA Cars,Porsche,Boxster,2.7 986 2dr,"£6,990",9,"63,000",2002,Petrol,Manual,Convertible,Blue,2,2.7 L,233 g/km,14,9 miles,False
290,Used BMW 6 Series for Sale | AA Cars,BMW,6 Series,3.0 635d Sport 2dr,"£6,790",9,"104,000",2008,Diesel,Automatic,Coupe,Black,2,3.0 L,183 g/km,,9 miles,False
291,Used Hyundai i800 for Sale | AA Cars,Hyundai,i800,2.5 CRDi Style Auto 5dr,"£6,490",9,"123,000",2012,Diesel,Automatic,Mpv,Black,5,2.5 L,231 g/km,,9 miles,False
292,Used Volkswagen Beetle for Sale | AA Cars,Volkswagen,Beetle,1.4 TSI Design 3dr,"£6,490",9,"79,000",2013,Petrol,Manual,Hatchback,Black,3,1.4 L,153 g/km,10,9 miles,False
293,Used Vauxhall Zafira for Sale | AA Cars,Vauxhall,Zafira,1.7 TD Exclusiv 5dr,"£6,490",9,"21,000",2014,Diesel,Manual,Mpv,Silver,5,1.7 L,134 g/km,159,9 miles,False
294,Used Volkswagen Scirocco for Sale | AA Cars,Volkswagen,Scirocco,2.0 TDI CR GT DSG 3dr,"£6,390",9,"113,000",2011,Diesel,Automatic,Coupe,Blue,3,2.0 L,134 g/km,9,9 miles,False
295,Used Land Rover Discovery 3 for Sale | AA Cars,Land Rover,Discovery 3,2.7 TD V6 HSE 5dr,"£5,990",9,"137,000",2006,Diesel,Automatic,Suv,Blue,5,2.7 L,275 g/km,56,9 miles,False
296,Used Vauxhall Astra GTC for Sale | AA Cars,Vauxhall,Astra GTC,1.6 CDTi ecoFLEX Sport (s/s) 3dr,"£5,990",9,"50,000",2015,Diesel,Manual,Coupe,Red,3,1.6 L,104 g/km,1,9 miles,False
297,Used BMW X1 for Sale | AA Cars,BMW,X1,2.0 20d SE xDrive 5dr,"£5,990",9,"112,000",2011,Diesel,Automatic,Suv,Blue,5,2.0 L,164 g/km,5,9 miles,False
298,Used Nissan Qashqai+2 for Sale | AA Cars,Nissan,Qashqai+2,1.6 n-tec 2WD 5dr,"£5,990",9,"88,000",2010,Petrol,Manual,Suv,Grey,5,1.6 L,154 g/km,98,9 miles,False
299,Used Volkswagen CC for Sale | AA Cars,Volkswagen,CC,2.0 TDI BlueMotion Tech GT 4dr,"£5,990",9,"80,000",2011,Diesel,Manual,Coupe,Blue,4,2.0 L,129 g/km,13,9 miles,False
300,Used Vauxhall Vivaro for Sale | AA Cars,Vauxhall,Vivaro,"2.0 CDTI 2900 Panel Van 4dr (EU4, SWB)","£5,990",8,"117,000",2009,Diesel,Manual,Panel van,White,4,,,2,9 miles,False
301,Used Nissan Juke for Sale | AA Cars,Nissan,Juke,1.5 dCi Acenta Premium 5dr,"£5,990",9,"46,000",2013,Diesel,Manual,Suv,Red,5,1.5 L,129 g/km,27,9 miles,False
302,Used Volkswagen Tiguan for Sale | AA Cars,Volkswagen,Tiguan,2.0 TDI SE Tiptronic 4MOTION 5dr,"£5,890",9,"101,000",2009,Diesel,Automatic,Suv,Blue,5,2.0 L,186 g/km,33,9 miles,False
303,Used Nissan Qashqai+2 for Sale | AA Cars,Nissan,Qashqai+2,1.5 TD Tekna 5dr,"£5,890",9,"93,000",2010,Diesel,Manual,Suv,Red,5,1.5 L,139 g/km,98,9 miles,False
304,Used Land Rover Freelander 2 for Sale | AA Cars,Land Rover,Freelander 2,2.2 TD4 XS 4X4 5dr,"£5,890",9,"120,000",2010,Diesel,Automatic,Suv,Gold,5,2.2 L,214 g/km,85,9 miles,False
305,Used BMW X1 for Sale | AA Cars,BMW,X1,2.0 20d SE xDrive 5dr,"£5,690",9,"100,000",2010,Diesel,Manual,Suv,Silver,5,2.0 L,153 g/km,5,9 miles,False
306,Used Ford Focus for Sale | AA Cars,Ford,Focus,1.6 TDCi Zetec S 5dr,"£5,490",9,"97,000",2012,Diesel,Manual,Hatchback,Red,5,1.6 L,109 g/km,618,9 miles,False
307,Used Mercedes-Benz SLK for Sale | AA Cars,Mercedes-Benz,SLK,3.0 SLK280 7G-Tronic 2dr,"£5,490",9,"103,000",2008,Petrol,Automatic,Convertible,Black,2,3.0 L,221 g/km,33,9 miles,False
308,Used Volkswagen Tiguan for Sale | AA Cars,Volkswagen,Tiguan,2.0 TDI Sport 4MOTION 5dr,"£5,390",9,"80,000",2008,Diesel,Manual,Suv,Blue,5,2.0 L,182 g/km,33,9 miles,False
309,Used Ford Grand C-Max for Sale | AA Cars,Ford,Grand C-Max,2.0 TDCi Titanium Powershift 5dr,"£5,290",9,"81,000",2012,Diesel,Automatic,Mpv,Blue,5,2.0 L,154 g/km,76,9 miles,False
310,Used Toyota RAV4 for Sale | AA Cars,Toyota,RAV4,2.2 D-4D XT-R 4WD 5dr,"£5,290",9,"103,000",2011,Diesel,Manual,Suv,Silver,5,2.2 L,159 g/km,72,9 miles,False
311,Used Volvo XC90 for Sale | AA Cars,Volvo,XC90,2.4 D5 SE Lux Geartronic AWD 5dr,"£5,290",9,"99,000",2006,Diesel,Automatic,Suv,Blue,5,2.4 L,239 g/km,22,9 miles,False
312,Used Mercedes-Benz M Class for Sale | AA Cars,Mercedes-Benz,M Class,3.0 ML320 CDI Sport 7G-Tronic 5dr,"£5,290",9,"114,000",2008,Diesel,Automatic,Suv,Silver,5,3.0 L,254 g/km,14,9 miles,False
313,Used Nissan Juke for Sale | AA Cars,Nissan,Juke,1.6 16v Tekna 5dr,"£5,290",9,"71,000",2011,Petrol,Manual,Suv,Red,5,1.6 L,147 g/km,27,9 miles,False
314,Used MINI Hatch for Sale | AA Cars,MINI,Hatch,1.6 Cooper Soho 3dr,"£4,999",9,"82,000",2011,Petrol,Manual,Hatchback,Silver,3,1.6 L,127 g/km,,9 miles,False
315,Used Honda Civic for Sale | AA Cars,Honda,Civic,1.3 IMA ES 4dr,"£4,990",9,"35,000",2008,Hybrid – petrol/elec,Automatic,Saloon,Blue,4,1.3 L,109 g/km,184,9 miles,False
316,Used Mercedes-Benz Vito for Sale | AA Cars,Mercedes-Benz,Vito,2.1 109CDI Compact Panel Van 5dr,"£4,990",8,"141,000",2007,Diesel,Manual,Panel van,White,5,,,8,9 miles,False
317,Used BMW X1 for Sale | AA Cars,BMW,X1,2.0 20d SE xDrive 5dr,"£4,990",9,"106,000",2010,Diesel,Manual,Suv,Grey,5,2.0 L,153 g/km,5,9 miles,False
318,Used Ford Transit Connect for Sale | AA Cars,Ford,Transit Connect,1.8 TDCi T200 Van SWB 4dr,"£4,990",8,"93,000",2010,Diesel,Manual,Panel van,White,4,,,2,9 miles,False
319,Used Ford Grand C-Max for Sale | AA Cars,Ford,Grand C-Max,1.6T EcoBoost Titanium 5dr,"£4,990",9,"98,000",2011,Petrol,Manual,Mpv,Silver,5,1.6 L,159 g/km,76,9 miles,False
320,Used Ford Fiesta for Sale | AA Cars,Ford,Fiesta,1.25 Zetec 3dr,"£4,990",9,"52,000",2015,Petrol,Manual,Hatchback,Yellow,3,1.2 L,120 g/km,373,9 miles,False
321,Used Mercedes-Benz CLS for Sale | AA Cars,Mercedes-Benz,CLS,3.0 CLS350 CDI 7G-Tronic 4dr,"£4,990",9,"127,000",2010,Diesel,Automatic,Coupe,Grey,4,3.0 L,200 g/km,10,9 miles,False
322,Used Volkswagen CC for Sale | AA Cars,Volkswagen,CC,2.0 TDI GT 4dr,"£4,890",9,"95,000",2009,Diesel,Automatic,Coupe,Brown,4,2.0 L,159 g/km,13,9 miles,False
323,Used BMW 1 Series for Sale | AA Cars,BMW,1 Series,2.0 116d Sport 5dr,"£4,790",9,"127,000",2012,Diesel,Manual,Hatchback,Red,5,2.0 L,117 g/km,12,9 miles,False
324,Used Peugeot 508 SW for Sale | AA Cars,Peugeot,508 SW,1.6 HDi FAP Active 5dr,"£4,690",9,"57,000",2011,Diesel,Manual,Estate,Black,5,1.6 L,125 g/km,23,9 miles,False
325,Used BMW 1 Series for Sale | AA Cars,BMW,1 Series,2.0 118d M Sport 2dr,"£4,690",9,"115,000",2011,Diesel,Manual,Coupe,White,2,2.0 L,118 g/km,31,9 miles,False
326,Used Ford B-Max for Sale | AA Cars,Ford,B-Max,1.6 TDCi Titanium 5dr (EU5),"£4,490",9,"95,000",2013,Diesel,Manual,Mpv,Blue,5,1.6 L,104 g/km,17,9 miles,False
327,Used BMW 1 Series for Sale | AA Cars,BMW,1 Series,2.0 118d Sport 2dr,"£4,490",9,"104,000",2011,Diesel,Manual,Coupe,Grey,2,2.0 L,118 g/km,31,9 miles,False
328,Used Lexus RX 400h for Sale | AA Cars,Lexus,RX 400h,3.3 SR CVT 5dr,"£4,490",9,"138,000",2007,Hybrid – petrol/elec,Automatic,Suv,Silver,5,3.3 L,192 g/km,14,9 miles,False
329,Used Mazda MX-5 for Sale | AA Cars,Mazda,MX-5,1.8 2dr,"£4,490",9,"71,000",2008,Petrol,Manual,Convertible,Red,2,1.8 L,174 g/km,61,9 miles,False
330,Used Volkswagen Scirocco for Sale | AA Cars,Volkswagen,Scirocco,2.0 TDI CR GT 3dr,"£4,490",9,"124,000",2009,Diesel,Manual,Coupe,Silver,3,2.0 L,134 g/km,9,9 miles,False
331,Used BMW 5 Series for Sale | AA Cars,BMW,5 Series,2.0 520d M Sport Business Edition Touring 5dr,"£4,490",9,"137,000",2009,Diesel,Automatic,Estate,Grey,5,2.0 L,154 g/km,39,9 miles,False
332,Used Volkswagen CC for Sale | AA Cars,Volkswagen,CC,2.0 TDI DPF GT 4dr,"£4,290",9,"103,000",2009,Diesel,Manual,Coupe,White,4,2.0 L,146 g/km,13,9 miles,False
333,Used Fiat Panda for Sale | AA Cars,Fiat,Panda,1.2 8v Lounge 5dr (EU5),"£4,290",9,"34,000",2013,Petrol,Manual,Hatchback,Purple,5,1.2 L,120 g/km,70,9 miles,False
334,Used Ford Kuga for Sale | AA Cars,Ford,Kuga,2.0 TDCi Titanium 4x4 5dr,"£4,290",9,"99,000",2008,Diesel,Manual,Suv,Blue,5,2.0 L,169 g/km,31,9 miles,False
335,Used Ford Focus for Sale | AA Cars,Ford,Focus,1.6 Ti-VCT Zetec 5dr,"£4,290",9,"83,000",2012,Petrol,Manual,Hatchback,Red,5,1.6 L,136 g/km,618,9 miles,False
336,Used Volvo V50 for Sale | AA Cars,Volvo,V50,1.6 D DRIVe SE Lux (s/s) 5dr,"£4,190",9,"108,000",2011,Diesel,Manual,Estate,Silver,5,1.6 L,99 g/km,44,9 miles,False
337,Used Ford Grand C-Max for Sale | AA Cars,Ford,Grand C-Max,1.6 TDCi Zetec 5dr,"£4,190",9,"99,000",2011,Diesel,Manual,Mpv,White,5,1.6 L,129 g/km,76,9 miles,False
338,Used Mercedes-Benz SLK for Sale | AA Cars,Mercedes-Benz,SLK,1.8 SLK200 Kompressor 2dr,"£3,990",9,"85,000",2004,Petrol,Automatic,Convertible,Silver,2,1.8 L,211 g/km,33,9 miles,False
339,Used Toyota MR2 for Sale | AA Cars,Toyota,MR2,1.8 VVT-i Roadster 2dr,"£3,990",9,"74,000",2002,Petrol,Automatic,Convertible,Blue,2,1.8 L,178 g/km,8,9 miles,False
340,Used Mercedes-Benz CLK for Sale | AA Cars,Mercedes-Benz,CLK,2.7 CLK270 CDI Elegance 2dr,"£3,990",9,"39,000",2005,Diesel,Automatic,Coupe,Black,2,2.7 L,188 g/km,30,9 miles,False
341,Used Ford Kuga for Sale | AA Cars,Ford,Kuga,2.0 TDCi Titanium 4x4 5dr,"£3,990",9,"122,000",2009,Diesel,Manual,Suv,Silver,5,2.0 L,169 g/km,31,9 miles,False
